date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:54	241102/241102	---M-Z	200	added ('OK')	text/html	etag:%2228cf58f16d80c1557a2724198264486e%22	https://misty-beet-923866.framer.app/properties/villa-serena-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/properties/villa-serena-copy.html	(from https://misty-beet-923866.framer.app/)
13:28:54	314560/314560	---MC-	200	added ('OK')	image/png	etag:%22b76efd02b0f85c74556de15bebac359f%22	https://framerusercontent.com/images/RfMYfOwIxbvdKxwFRprdWXig5NI.png?width=1200&height=673	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/RfMYfOwIxbvdKxwFRprdWXig5NIc0cf.png	(from https://misty-beet-923866.framer.app/)
13:28:56	241749/241749	---M-Z	200	added ('OK')	text/html	etag:%22ac5872eb358069be2d311702f048de47%22	https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/properties/villa-serena-copy-copy.html	(from https://misty-beet-923866.framer.app/)
13:28:56	384057/384057	---MC-	200	added ('OK')	image/png	etag:%221e92086db2bd73c93a29e235fa2e1bd1%22	https://framerusercontent.com/images/qPUnaxN7dC55qxveDxq7x6ffFsA.png?width=1325&height=764	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/qPUnaxN7dC55qxveDxq7x6ffFsAe214.png	(from https://misty-beet-923866.framer.app/)
13:28:57	241483/241483	---M-Z	200	added ('OK')	text/html	etag:%22dc7d33c055b930487b694d69eb49f86f%22	https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy.html	(from https://misty-beet-923866.framer.app/)
13:28:58	219390/219390	---M-Z	200	added ('OK')	text/html	etag:%2277e0826f8d20c9f154d4770705003680%22	https://misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home.html	(from https://misty-beet-923866.framer.app/)
13:28:58	694985/694985	---MC-	200	added ('OK')	image/png	etag:%22f1dc276376292bc1b738f6c2702f373d%22	https://framerusercontent.com/images/dpfxtVCjFWrZ4uzVXxAapfJXh8.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/dpfxtVCjFWrZ4uzVXxAapfJXh8c65e.png	(from https://misty-beet-923866.framer.app/)
13:28:59	219250/219250	---M-Z	200	added ('OK')	text/html	etag:%2285fad1607529df801da7311489301dd0%22	https://misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy.html	(from https://misty-beet-923866.framer.app/)
13:29:00	659632/659632	---MC-	200	added ('OK')	image/png	etag:%220afa447d7918fcdde9ac3b8bb3b021d8%22	https://framerusercontent.com/images/asHDdF4Ezv5MusO6T4xcBwhihLY.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/asHDdF4Ezv5MusO6T4xcBwhihLYc65e.png	(from https://misty-beet-923866.framer.app/)
13:29:01	219185/219185	---M-Z	200	added ('OK')	text/html	etag:%22122d074e498570ec748666da95dfd1f4%22	https://misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy-copy.html	(from https://misty-beet-923866.framer.app/)
13:29:02	648199/648199	---MC-	200	added ('OK')	image/png	etag:%22a00601406393467100037492de4ee36f%22	https://framerusercontent.com/images/XHDXhg6sF911dulAtLKixmOZmQ.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/XHDXhg6sF911dulAtLKixmOZmQc65e.png	(from https://misty-beet-923866.framer.app/)
13:29:03	219178/219178	---M-Z	200	added ('OK')	text/html	etag:%22c8d36f7ae01b158f0f3294ba7097abe8%22	https://misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy-copy-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy-copy-copy.html	(from https://misty-beet-923866.framer.app/)
13:29:03	219022/219022	---MC-	200	added ('OK')	image/png	etag:%22936c9ee268b7a34a5c50d696a4022783%22	https://framerusercontent.com/images/XHpedbFMV67ye2Iwwc0Y2bGrqcg.png?width=1200&height=923	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/XHpedbFMV67ye2Iwwc0Y2bGrqcg6d6a.png	(from https://misty-beet-923866.framer.app/)
13:29:04	643130/643130	---MC-	200	added ('OK')	image/png	etag:%2253b8a1944c512f369b92b95ec7c129a0%22	https://framerusercontent.com/images/TDUwW1fIx0qIcqtvLPq6purYtY.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/TDUwW1fIx0qIcqtvLPq6purYtYc65e.png	(from https://misty-beet-923866.framer.app/)
13:29:05	75254/75254	---MC-	200	added ('OK')	image/png	etag:%227baea98cf5f37148e176f6993faf5cb0%22	https://framerusercontent.com/images/aUpC5i6bQ665atEmcwhwbgzH0.png?scale-down-to=512&width=1200&height=686%20512w,https://framerusercontent.com/images/aUpC5i6bQ665atEmcwhwbgzH0.png?scale-down-to=1024&width=1200&height=686%201024w,https://framerusercontent.com/images/aUpC5i6bQ665atEmcwhwbgzH0.png?width=1200&height=686%201200w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/aUpC5i6bQ665atEmcwhwbgzH01b5c.png	(from https://misty-beet-923866.framer.app/)
13:29:07	255386/255386	---MC-	200	added ('OK')	image/png	etag:%2216676036ac228d35e6558bf1e6184969%22	https://framerusercontent.com/images/Ho20qpDoNlgWojsjWFfTQsLXl3g.png?scale-down-to=1024&width=800&height=1200%20682w,https://framerusercontent.com/images/Ho20qpDoNlgWojsjWFfTQsLXl3g.png?width=800&height=1200%20800w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/Ho20qpDoNlgWojsjWFfTQsLXl3gf234.png	(from https://misty-beet-923866.framer.app/)
13:29:08	67135/67135	---MC-	200	added ('OK')	image/png	etag:%22363e464c01954057b647ce9366af526e%22	https://framerusercontent.com/images/RfMYfOwIxbvdKxwFRprdWXig5NI.png?scale-down-to=512&width=1200&height=673%20512w,https://framerusercontent.com/images/RfMYfOwIxbvdKxwFRprdWXig5NI.png?scale-down-to=1024&width=1200&height=673%201024w,https://framerusercontent.com/images/RfMYfOwIxbvdKxwFRprdWXig5NI.png?width=1200&height=673%201200w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/RfMYfOwIxbvdKxwFRprdWXig5NI09d3.png	(from https://misty-beet-923866.framer.app/)
13:29:08	69727/69727	---MC-	200	added ('OK')	image/png	etag:%2245c37db1483eba97748cc2a97f47d1dc%22	https://framerusercontent.com/images/qPUnaxN7dC55qxveDxq7x6ffFsA.png?scale-down-to=512&width=1325&height=764%20512w,https://framerusercontent.com/images/qPUnaxN7dC55qxveDxq7x6ffFsA.png?scale-down-to=1024&width=1325&height=764%201024w,https://framerusercontent.com/images/qPUnaxN7dC55qxveDxq7x6ffFsA.png?width=1325&height=764%201325w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/qPUnaxN7dC55qxveDxq7x6ffFsA459e.png	(from https://misty-beet-923866.framer.app/)
13:29:10	88259/88259	---MC-	200	added ('OK')	image/png	etag:%221089417436b5948ae436dfdee1f53fc9%22	https://framerusercontent.com/images/dpfxtVCjFWrZ4uzVXxAapfJXh8.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/dpfxtVCjFWrZ4uzVXxAapfJXh8.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/dpfxtVCjFWrZ4uzVXxAapfJXh8.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/dpfxtVCjFWrZ4uzVXxAapfJXh87768.png	(from https://misty-beet-923866.framer.app/)
13:29:11	92005/92005	---MC-	200	added ('OK')	image/png	etag:%2290386200e58b2aeaf4f9cfdf9f38e945%22	https://framerusercontent.com/images/asHDdF4Ezv5MusO6T4xcBwhihLY.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/asHDdF4Ezv5MusO6T4xcBwhihLY.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/asHDdF4Ezv5MusO6T4xcBwhihLY.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/asHDdF4Ezv5MusO6T4xcBwhihLY5924.png	(from https://misty-beet-923866.framer.app/)
13:29:12	83141/83141	---MC-	200	added ('OK')	image/png	etag:%22d58bd6c45d649e2b67be1c77410ee7ac%22	https://framerusercontent.com/images/XHDXhg6sF911dulAtLKixmOZmQ.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/XHDXhg6sF911dulAtLKixmOZmQ.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/XHDXhg6sF911dulAtLKixmOZmQ.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/XHDXhg6sF911dulAtLKixmOZmQbd6c.png	(from https://misty-beet-923866.framer.app/)
13:29:13	87162/87162	---MC-	200	added ('OK')	image/png	etag:%224bdcac2984e8a0533a07673efd88ddf8%22	https://framerusercontent.com/images/TDUwW1fIx0qIcqtvLPq6purYtY.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/TDUwW1fIx0qIcqtvLPq6purYtY.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/TDUwW1fIx0qIcqtvLPq6purYtY.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/TDUwW1fIx0qIcqtvLPq6purYtY3eb6.png	(from https://misty-beet-923866.framer.app/)
13:29:15	709763/709763	---MC-	200	added ('OK')	image/png	etag:%227641bda161963693a68357594bb40c49%22	https://framerusercontent.com/images/YImhng8CdiwGDefyDbkWUfUH1cc.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/YImhng8CdiwGDefyDbkWUfUH1ccc65e.png	(from https://misty-beet-923866.framer.app/properties)
13:29:16	2051722/2051722	---MC-	200	added ('OK')	image/png	etag:%2232725805d510b7d40a97e918d19dcd24%22	https://framerusercontent.com/images/aJARMcEP12GVv1SPft37SCjt4Jc.png	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/aJARMcEP12GVv1SPft37SCjt4Jc.png	(from https://misty-beet-923866.framer.app/properties)
13:29:16	241781/241781	---M-Z	200	added ('OK')	text/html	etag:%227212fef899eab10212941cfaddeef431%22	https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy.html	(from https://misty-beet-923866.framer.app/properties)
13:29:17	753362/753362	---MC-	200	added ('OK')	image/png	etag:%221177a1bf8c40960da499b66a8ee8148a%22	https://framerusercontent.com/images/JQwVT338KbgfBpQ38Bx3ZZG0V0.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/JQwVT338KbgfBpQ38Bx3ZZG0V0c65e.png	(from https://misty-beet-923866.framer.app/properties)
13:29:18	241892/241892	---M-Z	200	added ('OK')	text/html	etag:%22e91f8b75b6a345f9b56ac82061f17895%22	https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy-copy.html	(from https://misty-beet-923866.framer.app/properties)
13:29:18	94999/94999	---MC-	200	added ('OK')	image/png	etag:%228ca99a4324fb28ae3d822774fa0a93af%22	https://framerusercontent.com/images/YImhng8CdiwGDefyDbkWUfUH1cc.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/YImhng8CdiwGDefyDbkWUfUH1cc.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/YImhng8CdiwGDefyDbkWUfUH1cc.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/YImhng8CdiwGDefyDbkWUfUH1ccb894.png	(from https://misty-beet-923866.framer.app/properties)
13:29:20	100108/100108	---MC-	200	added ('OK')	image/png	etag:%2292395c620a4365d3b2f92e68944ece83%22	https://framerusercontent.com/images/JQwVT338KbgfBpQ38Bx3ZZG0V0.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/JQwVT338KbgfBpQ38Bx3ZZG0V0.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/JQwVT338KbgfBpQ38Bx3ZZG0V0.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/JQwVT338KbgfBpQ38Bx3ZZG0V07a4b.png	(from https://misty-beet-923866.framer.app/properties)
13:29:21	719600/719600	---MC-	200	added ('OK')	image/png	etag:%22ef6dcfea632d6b6baa7cf1d882efa8fb%22	https://framerusercontent.com/images/ieUiSfcmNc8IzE9HYBsFvNKm7SI.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/ieUiSfcmNc8IzE9HYBsFvNKm7SIc65e.png	(from https://misty-beet-923866.framer.app/about-us)
13:29:21	110151/110151	---MC-	200	added ('OK')	image/png	etag:%22f3590794f1fd85d66c69fc3baee858f6%22	https://framerusercontent.com/images/Pyud8EeocR1jzKi3cKt41kHhU.png?width=897&height=1094	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/Pyud8EeocR1jzKi3cKt41kHhUeb02.png	(from https://misty-beet-923866.framer.app/about-us)
13:29:22	125102/125102	---MC-	200	added ('OK')	image/png	etag:%22ed46da0e1a5e1f7463e3471ce04c2345%22	https://framerusercontent.com/images/XTKpUcclujq5TqZYtaeWanpUgk.png?width=853&height=1085	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/XTKpUcclujq5TqZYtaeWanpUgk71a9.png	(from https://misty-beet-923866.framer.app/about-us)
13:29:24	217376/217376	---MC-	200	added ('OK')	image/png	etag:%2221962850b0de859ab7a7f099d93f8c01%22	https://framerusercontent.com/images/vYdwn7xyMLAZO72mhDazlYom5g.png?width=1024&height=1536	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/vYdwn7xyMLAZO72mhDazlYom5gbd31.png	(from https://misty-beet-923866.framer.app/about-us)
13:29:25	204597/204597	---MC-	200	added ('OK')	image/png	etag:%22e71d343c8b6d8169e152ce6cc8b852a1%22	https://framerusercontent.com/images/rGU7Iuq5wpcM350JMsjbYXkn26A.png?width=1024&height=1148	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/rGU7Iuq5wpcM350JMsjbYXkn26Ae6f9.png	(from https://misty-beet-923866.framer.app/about-us)
13:29:26	75345/75345	---MC-	200	added ('OK')	image/png	etag:%22df458550834f7efa383106ab343c99a5%22	https://framerusercontent.com/images/aAsiIjc1qQVs1o8uXeLSP4JMQ.png?width=702&height=796	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/aAsiIjc1qQVs1o8uXeLSP4JMQac25.png	(from https://misty-beet-923866.framer.app/about-us)
13:29:29	176700/176700	---MC-	200	added ('OK')	image/png	etag:%22828d8e35450283a94eba80dc78f9d062%22	https://framerusercontent.com/images/g9HopDOt5SMD6Zlv09XzrP2so7E.png?width=843&height=1046	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/g9HopDOt5SMD6Zlv09XzrP2so7E9a06.png	(from https://misty-beet-923866.framer.app/about-us)
13:29:31	723580/723580	---MC-	200	added ('OK')	image/png	etag:%22304577e1bee94ce6e364b2473a69f63b%22	https://framerusercontent.com/images/B4gq874EmLTvJFOdmWwd2WxLI.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/B4gq874EmLTvJFOdmWwd2WxLIc65e.png	(from https://misty-beet-923866.framer.app/blog)
13:29:32	219148/219148	---M-Z	200	added ('OK')	text/html	etag:%22fd3006daae74a7d594d72a9b9100bfa8%22	https://misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy-copy-copy-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy-copy-copy-copy.html	(from https://misty-beet-923866.framer.app/blog)
13:29:34	219203/219203	---M-Z	200	added ('OK')	text/html	etag:%22be4baa01e145c4a3a8eae4ca0a094dfd%22	https://misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy-copy-copy-copy-copy	C:/My%20Web%20Sites/encinas/misty-beet-923866.framer.app/blog/10-smart-tips-before-buying-your-dream-home-copy-copy-copy-copy-copy.html	(from https://misty-beet-923866.framer.app/blog)
13:29:35	692239/692239	---MC-	200	added ('OK')	image/png	etag:%22412b8f5dd6d5b13eb64229e71be0c536%22	https://framerusercontent.com/images/AUBaBjftFyowkAvhKi3lTAoq7xs.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/AUBaBjftFyowkAvhKi3lTAoq7xsc65e.png	(from https://misty-beet-923866.framer.app/blog)
13:29:35	98815/98815	---MC-	200	added ('OK')	image/png	etag:%229b001e5260affc3d1808cc713195ec18%22	https://framerusercontent.com/images/B4gq874EmLTvJFOdmWwd2WxLI.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/B4gq874EmLTvJFOdmWwd2WxLI.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/B4gq874EmLTvJFOdmWwd2WxLI.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/B4gq874EmLTvJFOdmWwd2WxLIdd65.png	(from https://misty-beet-923866.framer.app/blog)
13:29:37	97236/97236	---MC-	200	added ('OK')	image/png	etag:%2214c0189e86726cd674419e4e26cc39dd%22	https://framerusercontent.com/images/AUBaBjftFyowkAvhKi3lTAoq7xs.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/AUBaBjftFyowkAvhKi3lTAoq7xs.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/AUBaBjftFyowkAvhKi3lTAoq7xs.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/AUBaBjftFyowkAvhKi3lTAoq7xsd958.png	(from https://misty-beet-923866.framer.app/blog)
13:29:38	98876/98876	---MC-	200	added ('OK')	image/png	etag:%22870c3f6b142c77a186b86818ab155add%22	https://framerusercontent.com/images/5khU1rc0sCuZv7XwQA4uQiWW4.png?width=454&height=303	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/5khU1rc0sCuZv7XwQA4uQiWW490f0.png	(from https://misty-beet-923866.framer.app/contact-us)
13:29:40	354713/354713	---MC-	200	added ('OK')	image/png	etag:%22a58e185f822983fced7130fd82a553ea%22	https://framerusercontent.com/images/TaQvP0usBDSnGAjN6irw4FFSc.png?width=1200&height=686	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/TaQvP0usBDSnGAjN6irw4FFSccfa1.png	(from https://misty-beet-923866.framer.app/properties/villa-serena)
13:29:40	434391/434391	---MC-	200	added ('OK')	image/png	etag:%22802ab20551927528ccbac97523dc4fa2%22	https://framerusercontent.com/images/tgMViYdq3098X52vHuVttXXMn4.png?width=800&height=1200	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/tgMViYdq3098X52vHuVttXXMn4df7a.png	(from https://misty-beet-923866.framer.app/properties/villa-serena)
13:29:40	309044/309044	---MC-	200	added ('OK')	image/png	etag:%22d4bed2954ad6bcc62455e247edb6e601%22	https://framerusercontent.com/images/s4H5ppJSkNWsVBPKRHUJ5o6V9c.png?width=1200&height=686	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/s4H5ppJSkNWsVBPKRHUJ5o6V9ccfa1.png	(from https://misty-beet-923866.framer.app/properties/villa-serena)
13:29:42	73735/73735	---MC-	200	added ('OK')	image/png	etag:%220e4b7eb4f74fc521eb2f67c9d7a25923%22	https://framerusercontent.com/images/TaQvP0usBDSnGAjN6irw4FFSc.png?scale-down-to=512&width=1200&height=686%20512w,https://framerusercontent.com/images/TaQvP0usBDSnGAjN6irw4FFSc.png?scale-down-to=1024&width=1200&height=686%201024w,https://framerusercontent.com/images/TaQvP0usBDSnGAjN6irw4FFSc.png?width=1200&height=686%201200w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/TaQvP0usBDSnGAjN6irw4FFSccf28.png	(from https://misty-beet-923866.framer.app/properties/villa-serena)
13:29:42	67214/67214	---MC-	200	added ('OK')	image/png	etag:%229561f049b9255702784877e452b51a44%22	https://framerusercontent.com/images/s4H5ppJSkNWsVBPKRHUJ5o6V9c.png?scale-down-to=512&width=1200&height=686%20512w,https://framerusercontent.com/images/s4H5ppJSkNWsVBPKRHUJ5o6V9c.png?scale-down-to=1024&width=1200&height=686%201024w,https://framerusercontent.com/images/s4H5ppJSkNWsVBPKRHUJ5o6V9c.png?width=1200&height=686%201200w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/s4H5ppJSkNWsVBPKRHUJ5o6V9c6875.png	(from https://misty-beet-923866.framer.app/properties/villa-serena)
